arm_base,fraction,acc_mean,acc_std
E6_ms,0.01,0.7468518518518518,0.025098571106836682
E6_ms,0.05,0.918888888888889,0.006003542621276742
E6_ms,0.1,0.9533950617283949,0.0024168854259817253
E6_ms,0.25,0.967716049382716,0.003544414128384112
E6_rgb,0.01,0.813888888888889,0.007962962962962969
E6_rgb,0.05,0.9333950617283951,0.0042323357324498415
E6_rgb,0.1,0.9566666666666667,0.0019333900942427246
E6_rgb,0.25,0.967037037037037,0.008988637851490103
