n_patches,per_patch_iou_mean,per_patch_iou_std,per_patch_dice_mean,micro_iou,micro_dice,method
11,0.5745019417595076,0.3324406811376615,0.6631373137131007,0.4430164430164151,0.6140144073346163,NDWI_fixed0
11,0.6327216822396985,0.3002205590405927,0.7228638823158356,0.5094977354153647,0.6750559785042242,NDWI_otsu
11,0.4994748427013127,0.37073191258101035,0.5726902447118261,0.35388793883913316,0.5227728657403773,MNDWI_fixed0
11,0.5485384785445331,0.33685585641716015,0.6372818961667052,0.44090767796080566,0.611986020623868,MNDWI_otsu
